ImageID,Image,Description,Keywords
779,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_802.jpg,a painting of a boat in the water abstract,"water, painting, boat, abstract"
780,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_803.jpg,a painting of a city with a pink sky abstract,"pink sky, painting, city, abstract"
781,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_804.jpg,a painting of a woman's face with colorful swirls,"colorful swirls, woman, painting, face"
782,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_805.jpg,a painting of a teapot and tomatoes on a table,"tomatoes, teapot, table, painting"
783,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_806.jpg,a painting of a bird on fire,"painting, fire, bird"
784,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_807.jpg,a painting of a woman with flowers,"woman, painting, flowers"
785,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_809.jpg,a painting of a woman with a red hood,"red hood, woman, painting"
786,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_81.jpg,a man walking with a herd of sheep,"man walking, sheep, herd"
787,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_810.jpg,a painting of two people with umbrellas in the rain,"two people, umbrellas, rain, painting"
788,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_811.jpg,a painting of a man with a beard and a beard,"painting, man, beard, beard"
789,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_814.jpg,a painting of a blue and gold swirl,"gold swirl, painting, blue"
790,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_815.jpg,a painting of a city with boats in the water,"water, painting, city, boats"
791,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_816.jpg,a painting of a blue flower on a blue background,"blue flower, blue background, painting"
792,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_819.jpg,a painting of a colorful landscape,"colorful landscape, painting"
793,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_82.jpg,"three women in colorful dresses, one holding a flower","three women, one holding, colorful dresses, flower"
794,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_820.jpg,"a painting of a green field with red, yellow and blue","green field, yellow, red, painting, blue"
795,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_821.jpg,"oil on canvas, 40 x 40 cm, 2013","40 x 40 cm, oil, canvas, 2013"
796,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_822.jpg,three women in red dresses with leaves,"three women, red dresses, leaves"
797,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_823.jpg,a painting of a woman in a colorful dress,"colorful dress, woman, painting"
798,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_824.jpg,a colorful tile with a cross in the middle,"colorful tile, middle, cross"
799,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_825.jpg,a button with a painting of a woman and a man,"woman, painting, man, button"
800,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_826.jpg,a painting of a woman with a bird on her shoulder,"woman, shoulder, painting, bird"
801,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_827.jpg,two women with a flower and a goat,"two women, flower, goat"
802,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_828.jpg,a painting of a cooker in kitchen,"painting, cooker, kitchen"
803,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_829.jpg,a painting of white flowers on a green background,"white flowers, green background, painting"
804,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_83.jpg,a painting of a flower with a blue background,"blue background, painting, flower"
805,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_830.jpg,a painting of blue flowers on a blue background,"blue flowers, blue background, painting"
806,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_831.jpg,a painting of yellow flowers in a field,"yellow flowers, painting, field"
807,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_832.jpg,a painting of a square with a brown and orange paint,"orange paint, square, painting, brown"
808,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_833.jpg,a painting of a red and black abstract,"black abstract, red, painting"
809,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_834.jpg,a painting of an angel showing movies to woman,"woman, painting, angel, movies"
810,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_835.jpg,a painting of a woman in a field,"painting, woman, field"
811,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_836.jpg,a painting of a tiger playing with man,"playing, man, tiger, painting"
812,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_837.jpg,a painting of a man with a red shirt,"red shirt, painting, man"
813,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_838.jpg,a painting of a group of people in a forest,"people, painting, group, forest"
814,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_839.jpg,a painting of a woman holding a book,"woman holding, painting, book"
815,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_84.jpg,two white cows standing in front of a painting,"two white cows standing, painting, front"
816,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_840.jpg,a painting of a woman with a bird on her shoulder,"woman, shoulder, painting, bird"
817,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_841.jpg,a painting of two women in a room,"two women, room, painting"
818,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_842.jpg,a painting of a woman and a man,"woman, painting, man"
819,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_843.jpg,a painting with many different shapes and colors,"many different shapes, painting, colors"
820,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_844.jpg,a painting of a rooster,"rooster, painting"
821,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_845.jpg,a painting of a hindu deity,"hindu deity, painting"
822,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_846.jpg,a painting of a goat with horns on it's head,"painting, horns, head, goat"
823,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_847.jpg,a painting of a rooster with a red head,"red head, rooster, painting"
824,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_848.jpg,a painting of a rooster and a flower,"rooster, painting, flower"
825,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_849.jpg,a painting of a rooster with a red head,"red head, rooster, painting"
826,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_85.jpg,radha painting by artist madini,"radha painting, artist madini"
827,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_850.jpg,a drawing of a cat with a mustache and a bird,"mustache, drawing, cat, bird"
828,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_851.jpg,a drawing of a man with glasses and a beard,"man, glasses, drawing, beard"
829,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_852.jpg,a drawing of a man with a face full of eyes,"face full, man, eyes, drawing"
830,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_853.jpg,a drawing of a man with a beard and a mustache,"mustache, man, drawing, beard"
831,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_854.jpg,a drawing of two horses running in the air,"two horses running, drawing, air"
832,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_855.jpg,two bulls running in the air,"two bulls running, air"
833,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_856.jpg,a painting of a trolley car on a city street,"trolley car, city street, painting"
834,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_857.jpg,a painting of a city with boats and people,"people, painting, city, boats"
835,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_858.jpg,a painting of a woman sitting on a bench,"woman sitting, painting, bench"
836,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_859.jpg,a painting blue boat and blue sky,"painting, blue boat, blue sky"
837,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_86.jpg,a painting of two women in a red and blue dress,"two women, blue dress, red, painting"
838,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_860.jpg,a painting of a woman with a clock,"woman, painting, clock"
839,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_861.jpg,a painting of a bird holding a banana,"bird holding, painting, banana"
840,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_862.jpg,a painting of a man sitting on a chair in the middle of a forest,"man sitting, painting, middle, forest, chair"
841,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_863.jpg,a butterfly sitting on a flower in front of a bright sun,"butterfly sitting, bright sun, front, flower"
842,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_864.jpg,two beetles on a leaf,"two beetles, leaf"
843,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_865.jpg,a lizard with its mouth open and its tongue out,"mouth open, tongue, lizard"
844,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_866.jpg,a painting with many different colors and textures,"many different colors, textures, painting"
845,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_867.jpg,a painting with many colors and textures,"many colors, textures, painting"
846,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_868.jpg,a painting of a man with long hair and a crown,"long hair, man, painting, crown"
847,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_869.jpg,a painting of a woman sitting on a chair,"woman sitting, painting, chair"
848,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_87.jpg,a painting of two people standing in front of a red wall,"two people standing, red wall, painting, front"
849,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_870.jpg,a painting of a woman holding a parrot,"woman holding, painting, parrot"
850,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_871.jpg,a painting of a woman sitting on a swing of time,"woman sitting, swing, painting, time"
851,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_872.jpg,a painting of three women in a red bucket,"three women, red bucket, painting"
852,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_873.jpg,a painting of a woman in a red dress,"red dress, woman, painting"
853,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_874.jpg,a painting of a woman in a white dress,"white dress, woman, painting"
854,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_875.jpg,a painting of a woman on a swing,"woman, swing, painting"
855,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_876.jpg,a painting of a woman holding a baby,"woman holding, painting, baby"
856,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_877.jpg,a painting of a woman with a red flower,"red flower, woman, painting"
857,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_878.jpg,a painting of a woman hugging a unicorn,"woman hugging, unicorn, painting"
858,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_879.jpg,a painting of two angels with a moon in the background,"two angels, painting, moon, background"
859,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_88.jpg,couple with radio ,"couple, radio"
860,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_880.jpg,three black and white drawings of people on a beach,"white drawings, three black, people, beach"
861,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_881.jpg,an angel with a cigarette in his hand,"hand, cigarette, angel"
862,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_882.jpg,a painting of a woman with flowers in her hair,"woman, painting, hair, flowers"
863,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_883.jpg,a painting of an angel kneeling on a bird,"angel kneeling, painting, bird"
864,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_884.jpg,a painting of a buddha,"painting, buddha"
865,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_885.jpg,a painting of a cityscaing in the evening,"painting, evening, cityscaing"
866,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_886.jpg,a painting of a cityscaing with a red sky,"red sky, painting, cityscaing"
867,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_887.jpg,a painting of a cityscaing in blue and orange,"painting, orange, cityscaing, blue"
868,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_888.jpg,a painting of a cityscaing in blue and green,"painting, green, cityscaing, blue"
869,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_889.jpg,a painting of a cityscaing in blue and green,"painting, green, cityscaing, blue"
870,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_89.jpg,a painting of two goats sitting in front of a window,"two goats sitting, window, painting, front"
871,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_890.jpg,a painting of a human head with a red background,"red background, painting, human head"
872,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_891.jpg,a painting of a woman with a bird on her shoulder,"woman, shoulder, painting, bird"
873,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_892.jpg,a large green planet with a satellite on top,"large green planet, top, satellite"
874,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_893.jpg,a computer is shown in a circular shape,"circular shape, shown, computer"
875,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_894.jpg,a painting of a hindu deity,"hindu deity, painting"
876,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_895.jpg,a painting of a bird and a bird with a bird on it's back,"painting, bird, bird, bird, back"
877,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_896.jpg,a painting two human shape yellow wall,"yellow wall, painting, human shape"
878,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_897.jpg,a painting of a village with a windmill and a windmill wheel,"windmill wheel, windmill, village, painting"
879,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_898.jpg,a painting of three musicians playing instruments,"three musicians playing instruments, painting"
880,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_899.jpg,a painting of two people with a bird on their shoulder,"two people, shoulder, painting, bird"
881,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_9.jpg,buddha painting on canvas photo,"canvas photo, buddha painting"
882,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_90.jpg,a painting of a window with a shadow on it,"window, shadow, painting"
883,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_900.jpg,a painting of boats in a harbor,"painting, harbor, boats"
884,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_901.jpg,lord ganesh and devotees,"lord ganesh, devotees"
885,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_902.jpg,a painting of a woman playing a guitar,"woman playing, painting, guitar"
886,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_903.jpg,three women in green dresses are talking to each other women,"green dresses, three women, women, talking"
887,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_904.jpg,a painting of a woman sitting on a chair,"woman sitting, painting, chair"
888,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_905.jpg,a painting of a snowy landscape with a lake and trees,"snowy landscape, trees, painting, lake"
889,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_906.jpg,mahatma gandhi and aeroplane,"mahatma gandhi, aeroplane"
890,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_907.jpg,three women playing music,three women playing music
891,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_908.jpg,a painting of elephants in a room with a person standing on the steps,"person standing, steps, room, painting, elephants"
892,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_909.jpg,a painting of a person with an umbrella,"umbrella, person, painting"
893,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_91.jpg,a painting of an archway in a building,"painting, building, archway"
894,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_910.jpg,a painting of an elephant and a man,"painting, man, elephant"
895,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_911.jpg,painting of lord ganesh,"painting, lord ganesh"
896,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_912.jpg,a painting of women dancing,"women dancing, painting"
897,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_913.jpg,three women in colorful dresses dancing,"colorful dresses dancing, three women"
898,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_914.jpg,radha and radha by madini,"radha, radha, madini"
899,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_915.jpg,a painting of a naradha in a forest,"naradha, painting, forest"
900,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_916.jpg,krishna and the gangra,"krishna, gangra"
901,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_917.jpg,a painting of a group of women playing instruments,"women playing instruments, painting, group"
902,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_918.jpg,radha and radha playing flute,"radha playing flute, radha"
903,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_92.jpg,a painting of an old building in india,"old building, painting, india"
904,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_920.jpg,a painting of water lillies in a pond,"water lillies, pond, painting"
905,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_921.jpg,a painting of a buddha with a red heart,"red heart, painting, buddha"
906,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_922.jpg,a painting of a man with a white shirt,"white shirt, painting, man"
907,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_923.jpg,a painting of a man with glasses and a white shirt- mahatma gandhi,"white shirt, painting, man, glasses, mahatma gandhi"
908,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_924.jpg,a painting of a mountain peak with a plane flying overhead- himalayas,"plane flying overhead, mountain peak, painting, himalayas"
909,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_925.jpg,a close up of a red pepper with water droplets,"water droplets, red pepper, close"
910,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_926.jpg,two red tulips on a green background,"two red tulips, green background"
911,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_927.jpg,a bird sitting on a tree branch,"tree branch, bird sitting"
912,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_928.jpg,a painting of a tree with red leaves,"red leaves, tree, painting"
913,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_929.jpg,a painting of a woman in a red bikini,"red bikini, woman, painting"
914,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_93.jpg,a painting of an old blue door in a stone building,"old blue door, stone building, painting"
915,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_930.jpg,a painting of a woman with a blue shirt,"blue shirt, woman, painting"
916,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_931.jpg,a painting of a woman's face with a teary expression,"teary expression, woman, painting, face"
917,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_932.jpg,a painting of a woman with a turbal,"woman, turbal, painting"
918,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_933.jpg,a painting of a woman playing a guitar,"woman playing, painting, guitar"
919,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_934.jpg,a painting of a woman with a white blouse,"white blouse, woman, painting"
920,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_935.jpg,a black and white drawing of a woman,"white drawing, woman, black"
921,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_936.jpg,a painting of a woman in red scarf,"red scarf, woman, painting"
922,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_937.jpg,a painting of a woman with long hair,"long hair, woman, painting"
923,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_938.jpg,a painting of a woman with her eyes closed,"eyes closed, woman, painting"
924,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_939.jpg,a painting of a face,"painting, face"
925,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_94.jpg,a painting from purana- krishna's hand holding mountain,"painting, purana, krishna's hand, holding, mountain, "
926,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_940.jpg,a painting of a woman reading a book,"woman reading, painting, book"
927,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_941.jpg,a woman in a blue sari sari,"blue sari sari, woman"
928,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_942.jpg,a painting of a woman with red hair,"red hair, woman, painting"
929,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_943.jpg,a painting of a woman with masks on her head,"woman, painting, masks, head"
930,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_944.jpg,a painting of a woman in red dress,"red dress, woman, painting"
931,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_945.jpg,a painting of a woman's eye,"woman, painting, eye"
932,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_946.jpg,a painting of a woman with a peacock feather,"peacock feather, woman, painting"
933,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_947.jpg,a painting of a peacock with a blue eye,"blue eye, peacock, painting"
934,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_948.jpg,a woman holding a butterfly in her hand,"woman holding, hand, butterfly"
935,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_949.jpg,a painting of a woman with a red dress and a red scarf,"red scarf, red dress, woman, painting"
936,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_95.jpg,a painting of three women dancing in a garden,"three women dancing, painting, garden"
937,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_950.jpg,a painting of a woman wearing sunglasses,"woman wearing sunglasses, painting"
938,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_951.jpg,a painting of a woman in red shirt,"red shirt, woman, painting"
939,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_952.jpg,women with red and white mask,"red, white, mask, woman"
940,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_953.jpg,a painting of a woman in a red hat and blue dress,"red hat, blue dress, woman, painting"
941,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_954.jpg,a woman standing in front of a wall covered with graffiti,"woman standing, wall covered, graffiti, front"
942,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_955.jpg,a painting of a woman in a sari,"woman, sari, painting"
943,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_956.jpg,a painting of a man with glasses and a white shirt- pinarayi vijayan,"white shirt, painting, man, glasses, pinarayi vijayan"
944,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_957.jpg,a woman sitting on a stone bench with her back turned to the camera,"woman sitting, stone bench, back turned, camera"
945,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_958.jpg,a man in a white robe and a mask,"white robe, mask, man"
946,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_959.jpg,a painting of a woman looking at a brick wall,"woman looking, brick wall, painting"
947,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_96.jpg,the jungle book cover,jungle book cover
948,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_960.jpg,a painting of a girl looking at a chalkboard,"girl looking, painting, chalkboard"
949,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_961.jpg,a painting of a woman looking through a hole in a brick wall,"woman looking, brick wall, painting, hole"
950,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_962.jpg,a painting of a man and a woman,"woman, painting, man"
951,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_963.jpg,a woman is looking at a painting of a woman,"woman, woman, painting, looking"
952,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_964.jpg,a painting mahatma gandhi with indian flag,"painting, mahatma gandhi, indian flag"
953,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_965.jpg,"a boy and his mother are seen in a destroyed house in the town of kash, afghanistan","destroyed house, town, seen, mother, kash, boy, afghanistan"
954,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_966.jpg,a black horse with long hair on its head,"long hair, black horse, head"
955,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_967.jpg,a painting of a face with red threads,"red threads, painting, face"
956,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_968.jpg,a painting of an old woman with a blue scarf- mother theresa,"old woman, blue scarf, painting, mother theresa"
957,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_969.jpg,a woman feeding pigeons,woman feeding pigeons
958,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_97.jpg,a painting of a tree with birds on it,"tree, painting, birds"
959,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_970.jpg,a painting of a little girl looking at a painting of a woman,"little girl looking, woman, painting, painting"
960,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_98.jpg,a painting of a circle of goat in black and white,"white, goat, painting, circle, black"
961,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_99.jpg,a painting of a hanuma sitting on a floor,"hanuman sitting, painting, floor"
